ID,name,label,primitives,sectors,error_pct
291,S291-muon_g2,muon_g2,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,SSq","L_EH(1),L_KK(9),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.14
294,S294-neutron_lifetime,neutron_lifetime,"D_BSFG,D_phys,F_TRZ,N,Phi_res,SSq,beta","L_EH(1),L_KK(9),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0211
295,S295-lithium7_problem,lithium7_problem,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,Phi_res,SSq","L_EH(1),L_KK(9),L_aether(7),L_buoy(6),L_phi(4)",5.49
261,S261-closures-2,closures-2,"D_crit,D_phys,F_TRZ,SO","L_EH(1),L_KK(9),L_YM(2),L_aether(7)",0.0026
261,S261-closures-3,closures-3,"D_crit,D_phys,F_TRZ,SO","L_EH(1),L_KK(9),L_YM(2),L_aether(7)",0.1383
262,S262-closures-3,closures-3,"D_BSFG,D_crit,D_phys,F_TRZ,SO,SO5","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6)",0.1383
262,S262-closures-4,closures-4,"D_BSFG,D_crit,D_phys,F_TRZ,SO,SO5","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6)",0.0
263,S263-closures-2,closures-2,"A_5,D_BSFG,D_crit,D_phys,F_TRZ,K,Phi_res,SO,SO5,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4)",0.6711
263,S263-closures-3,closures-3,"A_5,D_BSFG,D_crit,D_phys,F_TRZ,K,Phi_res,SO,SO5,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4)",4.8658
274,S274-beta_lambda_closure,beta_lambda_closure,"D_BSFG,D_crit,D_phys,F_TRZ,K,K_Mex,N_ch,Phi_res,SO5,SSq,beta,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0466
275,S275-mp_planck_closure,mp_planck_closure,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,Phi_res,SO5,SSq,beta,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0814
276,S276-chandrasekhar_closure-0,chandrasekhar_closure-0,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,Phi_res,SO5,SSq,beta,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",2.502
276,S276-chandrasekhar_closure-1,chandrasekhar_closure-1,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,Phi_res,SO5,SSq,beta,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",2.335
277,S277-beta_i_hunt-0,beta_i_hunt-0,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N_ch,Phi_res,SO5,SSq,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.619
277,S277-beta_i_hunt-1,beta_i_hunt-1,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N_ch,Phi_res,SO5,SSq,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.011
277,S277-beta_i_hunt-2,beta_i_hunt-2,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N_ch,Phi_res,SO5,SSq,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.011
277,S277-beta_i_hunt-3,beta_i_hunt-3,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N_ch,Phi_res,SO5,SSq,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.053
277,S277-beta_i_hunt-4,beta_i_hunt-4,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N_ch,Phi_res,SO5,SSq,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.053
278,S278-me_closure-0,me_closure-0,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N_ch,Phi_res,SO5,SSq,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0083
278,S278-me_closure-1,me_closure-1,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N_ch,Phi_res,SO5,SSq,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.035
278,S278-me_closure-2,me_closure-2,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N_ch,Phi_res,SO5,SSq,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.078
278,S278-me_closure-3,me_closure-3,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N_ch,Phi_res,SO5,SSq,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.078
278,S278-me_closure-4,me_closure-4,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N_ch,Phi_res,SO5,SSq,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.078
279,S279-mu_tau_closure-0,mu_tau_closure-0,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,Phi_res,SO5,SSq,beta,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.003
279,S279-mu_tau_closure-1,mu_tau_closure-1,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,Phi_res,SO5,SSq,beta,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.031
279,S279-mu_tau_closure-2,mu_tau_closure-2,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,Phi_res,SO5,SSq,beta,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.034
279,S279-mu_tau_closure-3,mu_tau_closure-3,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,Phi_res,SO5,SSq,beta,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.034
279,S279-mu_tau_closure-4,mu_tau_closure-4,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,Phi_res,SO5,SSq,beta,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.039
282,S282-newton_G_closure-2,newton_G_closure-2,"F_TRZ,SSq","L_aether(7),L_phi(4)",0.16
282,S282-newton_G_closure-3,newton_G_closure-3,"F_TRZ,SSq","L_aether(7),L_phi(4)",0.16
284,S284-seesaw_MR-0,seesaw_MR-0,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,SO5,SSq,beta,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.788
284,S284-seesaw_MR-1,seesaw_MR-1,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,SO5,SSq,beta,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.788
287,S287-proton_radius_higgs-2,proton_radius_higgs-2,"A,D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,Phi_res,SO5,SSq,beta","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",1.096
287,S287-proton_radius_higgs-3,proton_radius_higgs-3,"A,D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,Phi_res,SO5,SSq,beta","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",2.181
287,S287-proton_radius_higgs-4,proton_radius_higgs-4,"A,D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,Phi_res,SO5,SSq,beta","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.258
288,S288-gauge_couplings-0,gauge_couplings-0,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N_ch,Phi_res,SO,SO5,SSq,beta,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.172
288,S288-gauge_couplings-1,gauge_couplings-1,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N_ch,Phi_res,SO,SO5,SSq,beta,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0138
288,S288-gauge_couplings-2,gauge_couplings-2,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N_ch,Phi_res,SO,SO5,SSq,beta,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.195
288,S288-gauge_couplings-3,gauge_couplings-3,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N_ch,Phi_res,SO,SO5,SSq,beta,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.5
288,S288-gauge_couplings-4,gauge_couplings-4,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N_ch,Phi_res,SO,SO5,SSq,beta,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.339
289,S289-cosmology,cosmology,"D_BSFG,D_crit,D_phys,F_TRZ,K,K_Mex,N,N_ch,Phi_res,SO5,SSq,beta,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.052
290,S290-dark_sector_inflation-0,dark_sector_inflation-0,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N_ch,Phi_res,SO5,SSq,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0
290,S290-dark_sector_inflation-1,dark_sector_inflation-1,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N_ch,Phi_res,SO5,SSq,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0005
290,S290-dark_sector_inflation-2,dark_sector_inflation-2,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N_ch,Phi_res,SO5,SSq,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0
290,S290-dark_sector_inflation-3,dark_sector_inflation-3,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N_ch,Phi_res,SO5,SSq,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.062
291,S291-muon_g2-0,muon_g2-0,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,SSq","L_EH(1),L_KK(9),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.14
291,S291-muon_g2-1,muon_g2-1,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,SSq","L_EH(1),L_KK(9),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.14
291,S291-muon_g2-2,muon_g2-2,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,SSq","L_EH(1),L_KK(9),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.662
291,S291-muon_g2-3,muon_g2-3,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,SSq","L_EH(1),L_KK(9),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",2.6727
292,S292-cosmological_constant-0,cosmological_constant-0,"A,D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,Phi_res,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.268
292,S292-cosmological_constant-1,cosmological_constant-1,"A,D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,Phi_res,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",1.05
293,S293-hubble_tension_split-0,hubble_tension_split-0,"D_phys,K_Mex","L_EH(1),L_phi(4)",0.317
293,S293-hubble_tension_split-1,hubble_tension_split-1,"D_phys,K_Mex","L_EH(1),L_phi(4)",0.349
293,S293-hubble_tension_split-2,hubble_tension_split-2,"D_phys,K_Mex","L_EH(1),L_phi(4)",0.032
294,S294-neutron_lifetime-0,neutron_lifetime-0,"D_BSFG,D_phys,F_TRZ,N,Phi_res,SSq,beta","L_EH(1),L_KK(9),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0211
294,S294-neutron_lifetime-1,neutron_lifetime-1,"D_BSFG,D_phys,F_TRZ,N,Phi_res,SSq,beta","L_EH(1),L_KK(9),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0211
294,S294-neutron_lifetime-2,neutron_lifetime-2,"D_BSFG,D_phys,F_TRZ,N,Phi_res,SSq,beta","L_EH(1),L_KK(9),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",1.706
294,S294-neutron_lifetime-3,neutron_lifetime-3,"D_BSFG,D_phys,F_TRZ,N,Phi_res,SSq,beta","L_EH(1),L_KK(9),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0018
295,S295-lithium7_problem-0,lithium7_problem-0,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,Phi_res,SSq","L_EH(1),L_KK(9),L_aether(7),L_buoy(6),L_phi(4)",5.49
295,S295-lithium7_problem-1,lithium7_problem-1,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,Phi_res,SSq","L_EH(1),L_KK(9),L_aether(7),L_buoy(6),L_phi(4)",5.49
295,S295-lithium7_problem-2,lithium7_problem-2,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,Phi_res,SSq","L_EH(1),L_KK(9),L_aether(7),L_buoy(6),L_phi(4)",5.49
